"Primary Street","Dir","Cross Street","Type","Dist","Count Date","Day","W/B","E/B","N/B","S/B","Total"
"HATTERAS ST","E/O","FULCHER AV","AUTO","EV","November 05, 2015","THU","926","1,107","0","0","2,033"
"PARTHENIA ST","AT","LURELINE AV","AUTO","WV","December 14, 2015","MON","10,306","9,870","0","0","20,176"
"CALIFA ST","AT","LAUREL CANYON BL","MAN","EV","May 20, 2015","WED","118","197","0","0","315"
"CORBIN AV","AT","KITTRIDGE ST","MAN","WV","April 29, 2015","WED","0","0","9,280","9,903","19,183"
"YALE AV","AT","WASHINGTON BL","MAN","WR","November 12, 2015","THU","0","0","350","0","350"
"MARTIN LUTHER KING BL","AT","DALTON AV","AUTO","HW","August 22, 2016","MON","20,019","19,846","0","0","39,865"
"BEVERLY GLEN BL","AT","BRIARWOOD DR","AUTO","WR","October 08, 2014","WED","0","0","10,172","9,198","19,370"
"HOBART BL","N/O","38th PL","AUTO","SR","May 19, 2016","THU","0","0","333","367","700"
"1st ST","W/O","BERENDO ST","AUTO","HW","July 28, 2015","TUE","4,635","5,699","0","0","10,334"
"VENTURA BL","AT","LANKERSHIM BL","MAN","EV","May 20, 2015","WED","11,264","13,630","0","0","24,894"
"VARNA AV","AT","OXNARD ST","MAN","EV","March 11, 2015","WED","0","0","101","750","851"
"SEPULVEDA BL","AT","VICTORY BL","MAN","EV","May 19, 2015","TUE","0","0","21,009","18,647","39,656"
"PREUSS RD","AT","SAWYER ST","MAN","HW","December 01, 2015","TUE","0","0","223","331","554"
"29th ST WEST","AT","ORCHARD ST","MAN","CR","December 01, 2015","TUE","1,452","1,445","0","0","2,897"
"WESTERN AV","S/O","238th ST","AUTO","SR","August 04, 2015","TUE","0","0","13,875","14,258","28,133"
"ANAHEIM Bl (BOTH)","AT","PIONEER AV","MAN","SR","November 04, 2015","WED","11,920","11,087","0","0","23,007"
"SATICOY ST","AT","COLDWATER CANYON AV","AUTO","EV","August 03, 2016","WED","8,658","10,359","0","0","19,017"
"WORLD WAY WEST RAMP","TO","PERSHING DR","AUTO","WR","August 15, 2015","SAT","1,018","0","0",,"1,018"
"FIGUEROA ST","AT","BUENA VISTA TERRACE (BOTH JOGS)","MAN","CR","November 05, 2015","THU","0","0","15,120","15,407","30,527"
"VIA MARISOL   (S/O AVE 60)","AT","MONTEREY RD","AUTO","CR","June 18, 2015","THU","3,246","4,919","0","0","8,165"
"OGDEN DR","S/O","SELMA AV","AUTO","HW","November 04, 2015","WED","0","0","419","488","907"
"CARSON ST","AT","HARVARD BL","MAN","SR","June 10, 2015","WED","16,337","15,266","0","0","31,603"
"CARSON ST","AT","HARVARD BL","MAN","SR","June 10, 2015","WED","16,337","15,266","0","0","31,603"
"23rd ST","AT","GAFFEY ST","AUTO","SR","July 09, 2014","WED","512","211","0","0","723"
"PLUMMER ST","AT","ORION AV","MAN","EV","December 09, 2015","WED","11,252","11,407","0","0","12,559"
"49th ST","W/O","FIGUEROA ST","AUTO","CR","July 15, 2015","WED","591","616","0","0","1,207"
"AXTELL ST","W/O","CASTALIA AV","AUTO","CR","November 03, 2015","TUE","472","460","0","0","932"
"RINALDI ST","AT","SHOSHONE AV","MAN","WV","July 22, 2015","WED","7,398","1,936","0","0","9,334"
"DIAMOND ST","AT","FIGUEROA ST","MAN","CR","June 16, 2015","TUE","0","830","0","0","830"
"ROSCOE BL ","E/O","WOODMAN AV","AUTO","EV","September 29, 2014","MON","21,445","19,881","0","0","41,326"
"6th ST","AT","ROSSMORE AV","AUTO","HW","October 06, 2015","TUE","12,021","11,479","0","0","23,500"
"MARATHON ST","AT","VIRGIL AV","MAN","HW","June 17, 2015","WED","444","811","0","0","1,255"
"NORMANDIE AV","N/O","38th ST","AUTO","SR","July 15, 2015","WED","0","0","14,996","14,186","29,182"
"AVE 19","AT","HUMBOLDT ST","MAN","CR","November 05, 2015","THU","0","0","3,677","3,306","6,983"
"FAIRFAX AV","AT","3rd ST","AUTO","WR","January 15, 2015","THU","0","0","16,711","22,426","39,137"
"GARLAND AV / UPS DRIVEWAY","AT","JAMES M WOOD BL","MAN","CR","June 23, 2015","TUE","0","0","66","813","879"
"PARTHENIA ST","AT","HAYVENHURST AV","AUTO","WV","November 04, 2015","WED","15,201","17,497","0","0","32,698"
"PLAZA DEL SOL","AT","MISSION RD","MAN","CR","April 29, 2015","WED","1,596","14","0","0","1,610"
"MARTIN LUTHER KING BL","W/O","CENTRAL AV","AUTO","CR","March 30, 2016","WED","3,941","5,523","0","0","9,464"
"SUNSET BL","AT","BATES ST","AUTO","HW","February 12, 2015","THU","13,532","16,739","0","0","30,271"
"FIGUEROA ST","AT ","SYCAMORE TERRACE","AUTO","CR","February 02, 2016","TUE","0","0","8,978","9,703","18,681"
"VERNON AV ","BTWN","HOOVER ST AND FIGUEROA ST","AUTO","CR","June 12, 2014","THU","12,346","13,461","0","0","25,807"
"LOMITA ST","W/O","WEST BL","AUTO","HW","November 16, 2015","MON","600","343","0","0","943"
"8th ST","AT","SPAULDING AV","AUTO","HW","December 09, 2014","TUE","4,264","4,445","0","0","8,709"
"CARLOTA BL / DRIVEWAY","E/O","PASADENA AV","AUTO","CR","October 29, 2014","WED","746","584","0","0","1,330"
"PALISADES DR ","AT","AVENIDA DE SANTA YNEZ","AUTO","WR","August 11, 2015","TUE","0","0","4,562","4,042","8,604"
"MARTIN LUTHER KING BL","AT","LEIMERT BL","AUTO","HW","October 12, 2016","WED","20,339","15,420","0","0","35,759"
"MEYLER ST","N/O","12th ST","AUTO","SR","August 25, 2015","TUE","0","0","908","608","1,516"
"VINELAND AV","AT","HESBY ST","MAN","EV","August 07, 2014","THU","0","0","8,890","40,422","19,312"
"SANTA MONICA BL","AT","WESTERN AV","MAN","HW","April 21, 2015","TUE","15,007","13,285","0","0","28,292"
"FULCHER AV","S/O","HATTERAS ST","AUTO","EV","November 05, 2015","THU","0","0","382","525","907"
"CENTINELA AV","AT","GILMORE AV","AUTO","WR","November 06, 2014","THU","0","0","15,226","17,748","32,974"
"LA BREA AV","S/O","6th ST","AUTO","HW","November 19, 2015","THU","0","0","0","21,201","21,201"
"3rd AV","AT","39th ST","AUTO","HW","March 15, 2016","TUE","0","0","834","569",
"BLINN AV","N/O ","O ST","AUTO","SR","July 28, 2015","TUE","0","0","1,560","1,563","3,123"
"77tH ST","AT","CRENSHAW BL","MAN","SR","June 11, 2015","THU","277","395","0","0","672"
"RIVERSIDE DR","AT","LA MAIDA ST","AUTO","EV","August 08, 2016","MON","10,335","12,435","0","0","22,770"
"ZELZAH AV","AT","VANOWEN ST","MAN","WV","April 29, 2015","WED","0","0","414","303","717"
"ZELZAH AV","AT","VANOWEN ST","MAN","WV","April 29, 2015","WED","0","0","414","303","717"
"ARLINGTON AV","AT","67th ST","AUTO","SR","September 14, 2015","MON","0","0","652","407","1,059"
"51st PL","AT","NORMANDIE AV","MAN","SR","November 15, 2015","SUN","287","275","0","0","562"
"VINELAND AV","AT","MAGNOLIA BL","MAN","EV","September 01, 2015","TUE","0","0","10,859","16,048","26,907"
"PICKFORD ST","AT","HI POINT ST","AUTO","HW","July 15, 2015","TUE","494","613","0","0","1,107"
"BEVERLY BL     ","AT","CORONADO ST","AUTO","HW","March 02, 2016","WED","11,857","13,016","0","0","24,873"
"BELLEVUE AV","AT","HOOVER ST","MAN","HW","June 17, 2015","WED","2,526","0","0","0","2,526"
"COMMONWEALTH AV","AT","LEXINGTON AV","AUTO","HW","August 05, 2014","TUE","0","0","566","433","999"
"HILGARD AV","AT","LE CONTE AV","AUTO","WR","March 25, 2015","WED","0","0","3,853","7,224","11,077"
"PERSHING DR N/B RAMP","TO","WORLD WAY WEST","AUTO","WR","August 13, 2016","SAT","0","0","2,545","0","2,545"
"ERWIN ST","AT","GLADE AV","MAN","WV","July 30, 2014","WED","2,956","2,942","0","0","5,898"
"HILLHURST AV","AT","CLAYTON AV","MAN","HW","December 01, 2015","TUE","0","0","7,743","9,158","16,901"
"LA CIENEGA BL","AT","JEFFERSON BL","MAN","HW","April 16, 2015","THU","0","0","28,388","29,401","57,789"
"GULANA AV","AT","MANCHESTER AV","MAN","WR","November 12, 2015","THU","0","0","837","244","1,081"
"ZELZAH AV","AT","OXNARD ST","MAN","WV","April 29, 2015","WED","0","0","736","0","736"
"ZELZAH AV","AT","OXNARD ST","MAN","WV","April 29, 2015","WED","0","0","736","0","736"
"HIGHLAND AV","AT","HOLLYWOOD BL","AUTO","HW","February 08, 2015","SUN","0","0","1,066","24,051","25,117"
"WASHINGTON BL","AT","THATCHER AV","MAN","WR","November 12, 2015","THU","16,457","16,182","0","0","32,639"
"LOUISE AV","AT","KILLION ST","MAN","EV","April 14, 2016","THU","0","0","3,375","6,465","9,840"
"SUNSET BL","AT","WESTWOOD PLAZA","AUTO","WR","June 24, 2014","TUE","18,078","16,106","0","0","34,184"
"FIGUEROA ST","AT","AVE 55   (SOUTH JOG)","AUTO","CR","February 02, 2016","TUE","0","0","11,266","12,125","23,391"
"SLATER ST   ",,"BETWEEN 110th ST & 111tH ST","MAN","SR","February 26, 2015","THU","0","0","404","376","780"
"WASHINGTON BL","AT","SANTA FE ST","AUTO","CR","February 17, 2016","WED","12,820","14,484","0","0","27,304"
"N BROADWAY","AT","SOLANO AV","AUTO","CR","November 05, 2014","WED","0","0","11,015","14,817","25,832"
"AVENUE 51","S/O","RANGE VIEW AV","AUTO","CR","August 25, 2015","TUE","0","0","3,769","3,962","7,731"
"RESEDA BL","AT","NORDHOFF ST","AUTO","WV","November 13, 2014","THU","0","0","17,311","19,657","36,968"
"MOZART ST","W/O","AVE 17","AUTO","CR","November 17, 2015","TUE","64","67","0","0","131"
"MOZART ST","W/O","AVE 17","AUTO","CR","November 17, 2015","TUE","64","67","0","0","131"
"DENNI ST","AT","LAGOON AV","AUTO","SR","October 19, 2015","MON","871","726","0","0","1,597"
"ST ANDREWS PL ","AT","31st ST","AUTO","HW","September 29, 2015","TUE","0","0","1,068","813","1,881"
"SATICOY ST","AT","WHITE OAK AV","AUTO","WV","June 30, 2016","THU","12,037","14,649","0","0","26,686"
"ST ANDREWS PL","S/O","11th ST","AUTO","HW","September 01, 2015","TUE","0","0","473","559","1,032"
"VAN NESS AV","N/O","VIRGINIA AV","AUTO","HW","May 19, 2016","THU","0","0","5,128","6,528","11,656"
"HUDSON AV","AT","WARING AV","AUTO","HW","September 24, 2015","THU","0","0","1,287","515","1,802"
"WEYMOUITH AV","N/O","SUNNYSIDE TERRACE","AUTO","SR","November 05, 2015","THU","0","0","719","646","1,365"
"SEPULVEDA BL","AT","HALLDALE AV","MAN","SR","November 05, 2015","THU","24,123","22,485","0","0","46,608"
"49th ST","E/O","FIGUEROA ST","AUTO","CR","July 15, 2015","WED","647","853","0","0","1,500"
"SANTA CRUZ ST","W/O","PACIFIC AV","AUTO","SR","November 05, 2015","THU","540","811","0","0","1,351"
"OLYMPIC BL","AT","SPAULDING AV","AUTO","WR","November 20, 2014","THU","20,272","20,524","0","0","40,796"
"VANOWEN ST","AT","PLATT AV","MAN","WV","April 30, 2015","THU","6,895","6,166","0","0","13,061"
"CENTRAL AV","AT","89th ST","AUTO","CR","March 12, 2015","THU","0","0","11,933","11,478","23,411"
"VENICE BL","AT","LINCOLN BL","MAN","WR","April 30, 2015","THU","15,860","16,443","0","0","32,303"
"HALSTED ST","AT","ZELZAH AV","MAN","WV","December 09, 2015","WED","696","0","0","0","696"
"MAIN ST","AT","56tH ST","AUTO","CR","October 20, 2014","MON","0","0","8,661","7,988","16,649"
"LEXINGTON AV","E/O","SYCAMORE AV","AUTO","HW","November 10, 2015","TUE","1,767","2,023","0","0","3,790"
"HIAWATHA ST","AT","TOPANGA CANYON BL","MAN","WV","April 29, 2015","WED","287","282","0","0","569"
"FLETCHER DR","AT","ESTARA AV","AUTO","CR","June 08, 2016","WED","0","0","6,230","7,622","13,852"
"ACADEMY RD","AT","ELYSIAN PARK DR","MAN","CR","June 16, 2015","TUE","1,222","1,866","0","0","3,088"
"5th AV","S/O","73rd ST","AUTO","SR","November 12, 2015","THU","0","0","738","664","1,402"
"43rd ST","W/O","WESTERN AV","AUTO","SR","October 21, 2015","WED","362","366","0","0","728"
"WALKER AV","AT","22nd ST","AUTO","SR","July 16, 2014","WED","0","0","918","1,009","1,927"
"MANCHESTER AV","E/O","PERSHING DR","AUTO","WR","November 05, 2014","WED","6,391","7,316","0","0","13,707"
"VENICE BL","AT","NORMANDIE AV","MAN","HW","December 01, 2015","TUE","8,434","12,204","0","0","20,638"
"CAHUENGA BL WEST ","AT","IONA DR","AUTO","HW","October 01, 2014","WED","9,772","6,132","0","0","15,904"
"4th ST","AT","CLOVERDALE AV","MAN","HW","July 24, 2014","THU","1,034","580","0","0","1,614"
"F ST","W/O","AVALON BL","AUTO","SR","August 18, 2015","TUE","939","750","0","0","1,689"
"1st ST","E/O","BERENDO ST","AUTO","HW","July 28, 2015","TUE","4,311","5,919","0","0","10,230"
"MANCHESTER AV","AT","LINCOLN BL","MAN","WR","May 07, 2015","THU","13,007","10,653","0","0","23,660"
"FLORENCE AV","E/O","HOOVER ST","AUTO","SR","July 22, 2015","WED","19,940","21,068","0","0","41,008"
"OLIVE ST","N/O","14th ST","AUTO","CR","November 18, 2015","WED","0","0","11,565","0","11,565"
"4th ST","AT","FRESNO ST ( EAST INTERSECTION )","AUTO","CR","April 05, 2016","TUE","10,063","8,822","0","0","18,885"
"RESEDA BL","AT","VICTORY BL","MAN","WV","May 19, 2015","TUE","0","0","12,549","13,416","25,965"
"FIGUEROA ST","AT","ROY ST","AUTO","CR","July 23, 2014","WED","0","0","13,538","13,618","17,156"
"ORANGE DR","S/O","8th ST","AUTO","HW","November 10, 2015","TUE","0","0","190","285","475"
"EASTLAKE AV","N/O","ALCAZAR ST","AUTO","CR","August 20, 2015","THU","0","0","2,353","2,096","4,449"
"GRIFFIN AV","BTWN","MONTECITO DR AND AVE 43","AUTO","CR","August 30, 2016","TUE","0","0","2,734","3,075","5,809"
"VENICE BL","AT","LA CIENEGA BL","MAN","WR","April 16, 2015","THU","17,963","22,678","0","0","40,641"
"AVENUE 49","S/O","YORK BL","AUTO","CR","August 20, 2015","THU","0","0","640","492","1,132"
"1st ST","W/O","WESTERN AV","AUTO","SR","May 26, 2016","THU","2,683","3,007","0","0","5,690"
"PARTHENIA ST","AT","ZELZAH AV","AUTO","WV","December 02, 2015","WED","17,815","16,764","0","0","34,579"
"CRESCENT HEIGHTS BL","N/O","SELMA AV","AUTO","HW","May 19, 2016","THU","0","0","15,700","17,200","32,900"
"ALHAMBRA AV","AT","BELLEGLADE AV","MAN","CR","June 14, 2016","TUE","10,070","8,681","0","0","28,821"
"VICTORY BL","AT","ODESSA AV","AUTO","WV","September 29, 2016","THU","26,917","26,117","0","0","53,034"
"LIONCOLN AV","AT","AVE 54","AUTO","CR","June 19, 2014","THU","637","733","0","0","1,370"
"ARLINGTON AV","N/O","12th ST","AUTO","HW","July 23, 2015","THU","0","0","16,784","15,259","32,043"
"GRAMERCY PL ","AT","4th ST","MAN","HW","June 17, 2015","WED","0","0","1,210","1,065","2,275"
"SUNSET BL","AT","TEMESCAL CANYON RD","AUTO","WR","September 02, 2014","TUE","13,944","13,922","0","0","27,866"
"ARDMORE AV","AT","OAKWOOD AV","MAN","HW","June 07, 2016","TUE","0","0","512","355","867"
"161st ST","W/O","MENLO AV","AUTO","SR","July 21, 2015","TUE","3,944","3,953","0","0","7,897"
"PROCTOR ST","W/O","EUBANK AV","AUTO","SR","October 20, 2015","TUE","81","53","0","0","134"
"HAVENHURST AV","S/O","BOSQUE DR","AUTO","WV","November 04, 2015","WED","0","0","5,268","5,642","10,910"
"HOPE ST","AT","1st ST","MAN","CR","November 12, 2015","THU","0","0","7,128","7,842","14,970"
"9th ST","AT","GAFFEY ST","MAN","SR","April 09, 2015","THU","3,711","5,600","0","0","9,311"
"AVENUE 35","AT","EAGLE ROCK BL","MAN","CR","June 02, 2015","TUE","362","0","0","0","362"
"88th ST","AT","WESTERN AV","MAN","WR","November 15, 2015","SUN","0","289","0","0","289"
"FAIRFAX AV","S/O","PICKFORD ST","AUTO","HW","November 10, 2015","TUE","0","0","15,621","16,162","31,783"
"CENTINELA AV","AT","LOUIS AV","AUTO","WR","November 06, 2014","THU","0","0","14,855","17,662","32,517"
"BARRINGTON AV","AT","LA GRANGE AV","AUTO","WR","June 14, 2016","TUE","0","0","10,511","9,036","19,547"
"9th ST","E/O","GRAND VIEW ST","AUTO","CR","November 18, 2015","WED","4,900","6,365","0","0","11,265"
"CHENAULT ST","E/O","BARRINGTON AV","AUTO","WR","November 17, 2015","TUE","481","473","0","0","954"
"SANTA CRUZ ST","W/O","CENTRE ST","AUTO","SR","May 26, 2016","THU","537","461","0","0","998"
"MESA ST","N/O","11th ST","AUTO","SR","May 26, 2016","THU","0","0","1,125","1,323","2,448"
"HOLLYWOOD BL ","AT","MARTEL AV","MAN","HW","June 17, 2015","WED","15,277","15,393","0","0","30,670"
"9th ST","W/O","GRAND VIEW ST","AUTO","CR","November 18, 2015","WED","4,598","5,907","0","0","10,505"
"PALISADES DR ","N/O","SUNSET BL","AUTO","WR","August 11, 2015","TUE","0","0","4,904","4,544","9,448"
"TAMPA AV","AT","BRAEMORE RD","AUTO","WV","April 09, 2015","THU","0","0","3,097","2,116","5,213"
"SEPULVEDA BL","AT","WILSHIRE BL","MAN","WR","April 09, 2015","THU","0","0","13,108","12,380","25,488"
"MAIN ST","AT","ADAMS BL","AUTO","CR","October 16, 2014","THU","0","0","10,422","9,007","19,429"
"LAUREL CANYON BL","AT","DONA EMILIA DR","MAN","EV","June 15, 2016","WED","0","0","16,175","17,193","33,368"
"ADAMS BL ","AT","MAGNOLIA AV","AUTO","CR","July 07, 2014","MON","11,168","11,177","0","0","22,345"
"FRIES ST","AT","A ST","AUTO","SR","May 28, 2014","WED","0","0","6,218","2,164","8,382"
"ALVARADO ST","AT","SUNSET BL","MAN","CR","April 22, 2015","WED","0","0","13,480","18,215","31,695"
"ANAHEIM ST","E/O","QUAY AV","AUTO","SR","May 24, 2016","TUE","11,099","11,537","0","0","22,636"
"WASHINGTON BL ","AT","PACIFIC AV","MAN","WR","July 09, 2015","THU","8,432","2,428","0","0","10,860"
"BALBOA BL","AT","VICTORY BL","MAN","WV","May 20, 2015","WED","0","0","12,756","16,770","29,526"
"YORK BL","W/O","AVE 63","AUTO","CR","November 19, 2015","THU","14,283","13,432","0","0","27,715"
"HILL ST","AT","1st ST","MAN","CR","February 03, 2016","WED","0","0","6,949","18,292","25,241"
"WORLD WAY WEST RAMP","TO","PERSHING DR","AUTO","WR","August 16, 2015","SUN","977","0","0","0","977"
"VICTORY BL ","AT","ENCINO AV","MAN","WV","June 07, 2016","TUE","21,726","24,012","0","0","45,738"
"AVE 54","AT","LINCOLN AV","AUTO","CR","June 19, 2014","THU","0","0","2,155","1,791","3,946"
"RADFORD AV","N/O","STATHERN ST","AUTO","EV","November 05, 2015","THU","0","0","345","262","607"
"CLINTON ST","W/O","KINGSLEY DR","AUTO","HW","December 15, 2015","TUE","625","689","0","0","1,314"
"EASTLAKE AV","S/O","ALCAZAR ST","AUTO","CR","August 20, 2015","THU","0","0","1,472","1,830","3,302"
"MARATHON ST","AT","LUCILE AV","MAN","HW","November 12, 2015","THU","1,372","26","0","0","1,398"
"LA BREA AV ","AT","OLYMPIC BL   ","AUTO","WR","April 06, 2016","WED","0","0","19,284","20,415","39,699"
"HI POINT ST","S/O","PICKFORD ST","AUTO","HW","November 10, 2015","TUE","0","0","240","361","601"
"BALBOA BL","AT","VENTURA BL","MAN","WV","May 20, 2015","WED","0","0","4,310","12,333","16,643"
"SAWYER ST","AT","CORNING ST","AUTO","HW","July 31, 2014","THU","2,543","2,362","0","0","4,905"
"EUBANK AV","AT","DOLORES ST","AUTO","SR","October 20, 2015","TUE","0","0","2,816","2,879","5,695"
"CORNING ST","S/O","SAWYER ST","AUTO","HW","July 31, 2014","THU","0","0","606","0","606"
"STANFORD AV","AT","FLORENCE AV","AUTO","CR","July 01, 2014","TUE","0","0","774","515","1,289"
"BURNSIDE AV","S/O","WASHINGTON BL","AUTO","HW","November 10, 2015","TUE","0","0","517","560","1,077"
"WESTWOOD BL","AT","SANTA MONICA BL","MAN","WR","April 08, 2015","WED","0","0","13,787","15,146","28,933"
"MAGNOLIA BL","AT","BLAKESLEE AV","MAN","EV","February 24, 2015","TUE","11,346","8,921","0","0","20,267"
"ARLETA AV","AT","MONTAGUE ST","MAN","EV","May 05, 2016","THU","0","0","9,548","7,732","17,280"
"NORMANDIE AV","AT","SANTA MONICA BL","AUTO","HW","September 15, 2014","MON","0","0","6,497","7,044","13,541"
"DE SOTO AV","AT","VANOWEN ST","AUTO","WV","April 01, 2015","WED","0","0","17,136","18,758","35,894"
"VALLEY CIRCLE BL","AT","KITTRIDGE ST","AUTO","WV","September 10, 2014","WED","0","0","10,553","9,788","20,341"
"ORCHARD AV","S/O","29th ST","AUTO","CR","November 12, 2015","THU","0","0","1,321","824","2,145"
"NORMANDIE AV","AT","223rd ST","MAN","SR","December 08, 2015","TUE","0","0","8,366","8,476","16,842"
"WILSHIRE BL","AT","LA BREA AV","MAN","HW","April 22, 2015","WED","16,955","13,792","0","0","30,747"
"OLYMPIC BL","E/O","CARRILLO DR","AUTO","WR","May 24, 2016","TUE","19,313","18,215","0","0","37,528"
"WORLD WAY WEST BRIDGE","AT","PERSHING DR","AUTO","WR","August 22, 2014","FRI","3,807","1,584","0","0","5,391"
"PARTHENIA ST","AT","RESEDA BL","AUTO","WV","December 02, 2015","WED","15,401","15,054","0","0","30,455"
"CAHUENGA BL WEST ","S/O","LANKERSHIM BL","AUTO","HW","October 01, 2014","WED",,,"15,243","19,981","35,224"
"LOS ANGELES St","AT","18th ST","MAN","CR","November 10, 2015","TUE","0","0","7,226","4,716","11,942"
"SYCAMORE AV","S/O","21st ST","AUTO","HW","November 10, 2015","TUE","0","0","174","232","406"
"SYCAMORE AV","S/O","21st ST","AUTO","HW","November 10, 2015","TUE","0","0","174","232","406"
"MAIN ST","S/O","43rd ST","AUTO","CR","November 12, 2015","THU","0","0","9,407","9,754","19,161"
"MAIN ST","AT","60th ST","AUTO","CR","October 27, 2014","MON","0","0","7,605","7,148","14,753"
"CENTRAL AV","AT","MANCHESTER AV","AUTO","CR","September 18, 2014","THU","0","0","12,122","12,022","24,144"
"VENICE BL","AT","RIMPAU BL","AUTO","HW","June 01, 2015","MON","12,597","10,632","0","0","23,229"
"YORK BL","W/O","MILWAUKEE AV","AUTO","CR","August 25, 2015","TUE","9,710","9,487","0","0","19,197"
"TOWNE AV","N/O","115th ST","AUTO","SR","May 19, 2016","THU","0","0","333","296","629"
"14th ST","AT","OLIVE ST","MAN","CR","June 16, 2015","TUE","5,165","1,335","0","0","6,500"
"MONTE VISTA ST","W/O","AVE 51","AUTO","CR","December 10, 2015","THU","2,559","2,638","0","0","5,197"
"46th ST","W/O","7th AV","AUTO","SR","August 13, 2015","THU","116","138","0","0","254"
"OSBORNE ST","AT","WOODMAN AV","AUTO","EV","January 27, 2016","WED","6,548","4,413","0","0","10,961"
"VICTORY BL","AT","BLEWETT AV","AUTO","WV","September 29, 2016","THU","27,993","27,518","0","0","55,511"
